customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1656,37,Male,Sweater,Clothing,81.0,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4.0,PayPal,Monthly,adult,30
1657,21,Male,Blouse,Clothing,42.0,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41.0,PayPal,Every 3 Months,young adult,90
1658,69,Male,Skirt,Clothing,36.0,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4.0,Debit Card,Bi-Weekly,senior,14
1659,32,Male,Jewelry,Accessories,66.0,Alaska,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,47.0,Cash,Weekly,adult,7
1660,53,Male,Gloves,Accessories,37.0,Utah,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,44.0,Venmo,Annually,middle-aged,365
1661,59,Male,T-shirt,Clothing,45.0,Louisiana,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37.0,Venmo,Monthly,senior,30
1662,64,Male,Gloves,Accessories,86.0,Iowa,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,21.0,Debit Card,Quarterly,senior,90
1663,63,Male,Sunglasses,Accessories,24.0,New Mexico,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,46.0,Debit Card,Fortnightly,senior,14
1664,43,Male,Shirt,Clothing,22.0,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1.0,Cash,Bi-Weekly,adult,14
1665,19,Male,Handbag,Accessories,53.0,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,35.0,PayPal,Weekly,young adult,7
1666,40,Male,Jacket,Outerwear,41.0,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49.0,Venmo,Monthly,adult,30
1667,51,Male,Skirt,Clothing,64.0,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47.0,PayPal,Annually,middle-aged,365
1668,51,Male,Handbag,Accessories,40.0,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24.0,Bank Transfer,Every 3 Months,middle-aged,90
1669,66,Male,Blouse,Clothing,33.0,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,28.0,Debit Card,Fortnightly,senior,14
1670,42,Male,T-shirt,Clothing,59.0,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22.0,Bank Transfer,Quarterly,adult,90
1671,22,Male,Pants,Clothing,73.0,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20.0,Cash,Weekly,young adult,7
1672,31,Male,Hoodie,Clothing,22.0,Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,25.0,Bank Transfer,Weekly,young adult,7
1673,18,Male,Boots,Footwear,73.0,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15.0,Venmo,Quarterly,young adult,90
1674,21,Male,Blouse,Clothing,62.0,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49.0,Venmo,Bi-Weekly,young adult,14
1675,35,Male,Coat,Outerwear,56.0,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10.0,Debit Card,Fortnightly,adult,14
1676,35,Male,Pants,Clothing,90.0,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21.0,Credit Card,Annually,adult,365
1677,27,Male,Sunglasses,Accessories,44.0,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34.0,Bank Transfer,Weekly,young adult,7
1678,65,Male,Jeans,Clothing,35.0,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41.0,Debit Card,Weekly,senior,7
1679,41,Male,Pants,Clothing,71.0,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30.0,Venmo,Fortnightly,adult,14
1680,60,Male,Dress,Clothing,52.0,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24.0,Debit Card,Bi-Weekly,senior,14
1681,61,Male,Shoes,Footwear,37.0,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6.0,Credit Card,Annually,senior,365
1682,24,Male,Sneakers,Footwear,95.0,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14.0,Credit Card,Bi-Weekly,young adult,14
1683,65,Male,Socks,Clothing,97.0,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37.0,Credit Card,Bi-Weekly,senior,14
1684,23,Male,Coat,Outerwear,57.0,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37.0,Venmo,Quarterly,young adult,90
1685,30,Male,Shirt,Clothing,93.0,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28.0,PayPal,Weekly,young adult,7
1686,33,Male,Blouse,Clothing,48.0,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43.0,PayPal,Bi-Weekly,adult,14
1687,22,Male,Gloves,Accessories,75.0,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25.0,Cash,Annually,young adult,365
1688,67,Male,Skirt,Clothing,70.0,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4.0,PayPal,Annually,senior,365
1689,28,Male,Handbag,Accessories,26.0,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13.0,Venmo,Fortnightly,young adult,14
1690,32,Male,Shirt,Clothing,73.0,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32.0,Bank Transfer,Monthly,adult,30
1691,40,Male,Coat,Outerwear,30.0,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1.0,Cash,Annually,adult,365
1692,64,Male,Shoes,Footwear,61.0,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4.0,Cash,Annually,senior,365
1693,56,Male,Handbag,Accessories,75.0,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33.0,Cash,Bi-Weekly,middle-aged,14
1694,63,Male,Jacket,Outerwear,88.0,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45.0,Bank Transfer,Fortnightly,senior,14
1695,20,Male,Shirt,Clothing,67.0,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20.0,Debit Card,Fortnightly,young adult,14
1696,54,Male,Hat,Accessories,95.0,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1.0,PayPal,Fortnightly,middle-aged,14
1697,31,Male,Sunglasses,Accessories,69.0,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7.0,Credit Card,Bi-Weekly,young adult,14
1698,36,Male,Shirt,Clothing,87.0,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48.0,Credit Card,Every 3 Months,adult,90
1699,25,Male,Belt,Accessories,41.0,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46.0,Bank Transfer,Quarterly,young adult,90
1700,20,Male,Sweater,Clothing,67.0,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34.0,Debit Card,Annually,young adult,365
1701,62,Male,Hoodie,Clothing,70.0,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36.0,Bank Transfer,Monthly,senior,30
1702,69,Male,Handbag,Accessories,41.0,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44.0,Debit Card,Every 3 Months,senior,90
1703,54,Male,Jeans,Clothing,83.0,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48.0,Bank Transfer,Weekly,middle-aged,7
1704,39,Male,Backpack,Accessories,22.0,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12.0,Bank Transfer,Annually,adult,365
1705,56,Male,Sneakers,Footwear,20.0,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19.0,Cash,Every 3 Months,middle-aged,90
1706,39,Male,Jewelry,Accessories,29.0,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49.0,Venmo,Bi-Weekly,adult,14
1707,37,Male,Sunglasses,Accessories,87.0,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25.0,Venmo,Fortnightly,adult,14
1708,25,Male,Shorts,Clothing,81.0,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25.0,Cash,Bi-Weekly,young adult,14
1709,35,Male,Boots,Footwear,58.0,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1.0,Credit Card,Quarterly,adult,90
1710,45,Male,Skirt,Clothing,83.0,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19.0,Bank Transfer,Annually,middle-aged,365
1711,19,Male,Pants,Clothing,59.0,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7.0,Credit Card,Quarterly,young adult,90
1712,21,Male,T-shirt,Clothing,93.0,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19.0,Credit Card,Monthly,young adult,30
1713,65,Male,T-shirt,Clothing,87.0,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9.0,Cash,Fortnightly,senior,14
1714,49,Male,Jacket,Outerwear,22.0,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37.0,PayPal,Quarterly,middle-aged,90
1715,30,Male,Jeans,Clothing,71.0,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15.0,Cash,Monthly,young adult,30
1716,23,Male,Dress,Clothing,69.0,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30.0,PayPal,Bi-Weekly,young adult,14
1717,69,Male,Blouse,Clothing,47.0,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30.0,Cash,Every 3 Months,senior,90
1718,29,Male,Hoodie,Clothing,50.0,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16.0,Debit Card,Bi-Weekly,young adult,14
1719,54,Male,T-shirt,Clothing,96.0,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14.0,PayPal,Every 3 Months,middle-aged,90
1720,45,Male,Sweater,Clothing,39.0,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8.0,Venmo,Quarterly,middle-aged,90
1721,25,Male,Shorts,Clothing,84.0,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40.0,Debit Card,Bi-Weekly,young adult,14
1722,34,Male,Jewelry,Accessories,28.0,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24.0,Credit Card,Monthly,adult,30
1723,46,Male,T-shirt,Clothing,51.0,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14.0,Cash,Fortnightly,middle-aged,14
1724,70,Male,Scarf,Accessories,20.0,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39.0,PayPal,Annually,senior,365
1725,42,Male,Shoes,Footwear,72.0,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21.0,PayPal,Weekly,adult,7
1726,45,Male,Sunglasses,Accessories,33.0,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32.0,Venmo,Quarterly,middle-aged,90
1727,57,Male,Coat,Outerwear,28.0,Indiana,S,Olive,Summer,2.8,No,Express,No,No,45.0,Debit Card,Weekly,middle-aged,7
1728,49,Male,Blouse,Clothing,53.0,Virginia,S,Violet,Spring,4.0,No,Express,No,No,19.0,PayPal,Monthly,middle-aged,30
1729,23,Male,Jeans,Clothing,48.0,Wyoming,L,Black,Fall,4.3,No,Express,No,No,1.0,Debit Card,Every 3 Months,young adult,90
1730,47,Male,Shorts,Clothing,21.0,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12.0,Venmo,Fortnightly,middle-aged,14
1731,23,Male,Shirt,Clothing,22.0,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26.0,Credit Card,Weekly,young adult,7
1732,21,Male,Backpack,Accessories,87.0,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12.0,Cash,Monthly,young adult,30
1733,45,Male,Belt,Accessories,50.0,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36.0,Cash,Every 3 Months,middle-aged,90
1734,67,Male,Blouse,Clothing,85.0,New York,L,Black,Summer,3.4,No,Express,No,No,22.0,Credit Card,Annually,senior,365
1735,31,Male,Jeans,Clothing,98.0,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16.0,PayPal,Quarterly,young adult,90
1736,58,Male,Dress,Clothing,34.0,Texas,M,Purple,Winter,3.6,No,Express,No,No,31.0,Venmo,Annually,senior,365
1737,57,Male,Shorts,Clothing,61.0,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43.0,Cash,Quarterly,middle-aged,90
1738,42,Male,Jewelry,Accessories,98.0,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50.0,Venmo,Bi-Weekly,adult,14
1739,60,Male,Handbag,Accessories,61.0,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37.0,Credit Card,Weekly,senior,7
1740,21,Male,Jewelry,Accessories,98.0,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23.0,Cash,Weekly,young adult,7
1741,69,Male,Pants,Clothing,21.0,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10.0,Bank Transfer,Every 3 Months,senior,90
1742,41,Male,Pants,Clothing,51.0,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20.0,Bank Transfer,Monthly,adult,30
1743,51,Male,Sandals,Footwear,80.0,Kansas,XL,White,Spring,4.3,No,Express,No,No,18.0,Venmo,Every 3 Months,middle-aged,90
1744,23,Male,Skirt,Clothing,72.0,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3.0,Bank Transfer,Weekly,young adult,7
1745,57,Male,Sunglasses,Accessories,63.0,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23.0,PayPal,Weekly,middle-aged,7
1746,40,Male,Skirt,Clothing,27.0,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27.0,Cash,Weekly,adult,7
1747,65,Male,Handbag,Accessories,44.0,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44.0,Bank Transfer,Fortnightly,senior,14
1748,61,Male,Coat,Outerwear,23.0,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41.0,Venmo,Quarterly,senior,90
1749,34,Male,Skirt,Clothing,93.0,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41.0,Bank Transfer,Annually,adult,365
1750,43,Male,Hoodie,Clothing,70.0,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36.0,Debit Card,Every 3 Months,adult,90
1751,31,Male,Sunglasses,Accessories,85.0,Missouri,M,White,Fall,3.1,No,Express,No,No,38.0,Venmo,Every 3 Months,young adult,90
1752,57,Male,Sweater,Clothing,40.0,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34.0,Cash,Annually,middle-aged,365
1753,34,Male,Boots,Footwear,29.0,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14.0,Venmo,Quarterly,adult,90
1754,25,Male,Skirt,Clothing,27.0,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23.0,Credit Card,Fortnightly,young adult,14
1755,66,Male,Dress,Clothing,93.0,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18.0,Credit Card,Fortnightly,senior,14
1756,56,Male,Belt,Accessories,20.0,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45.0,Cash,Monthly,middle-aged,30
1757,49,Male,Jewelry,Accessories,55.0,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14.0,Bank Transfer,Weekly,middle-aged,7
1758,19,Male,Dress,Clothing,94.0,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48.0,Debit Card,Annually,young adult,365
1759,27,Male,Hat,Accessories,56.0,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17.0,Venmo,Bi-Weekly,young adult,14
1760,68,Male,Sweater,Clothing,58.0,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1.0,PayPal,Weekly,senior,7
1761,20,Male,Skirt,Clothing,44.0,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39.0,PayPal,Weekly,young adult,7
1762,21,Male,Hoodie,Clothing,95.0,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24.0,Cash,Weekly,young adult,7
1763,36,Male,Sandals,Footwear,42.0,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41.0,Bank Transfer,Fortnightly,adult,14
1764,37,Male,Jewelry,Accessories,93.0,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28.0,PayPal,Annually,adult,365
1765,61,Male,Dress,Clothing,56.0,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34.0,Venmo,Quarterly,senior,90
1766,68,Male,Hoodie,Clothing,88.0,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41.0,Venmo,Quarterly,senior,90
1767,60,Male,Sweater,Clothing,54.0,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27.0,Cash,Bi-Weekly,senior,14
1768,69,Male,Jewelry,Accessories,89.0,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46.0,Debit Card,Fortnightly,senior,14
1769,25,Male,Sandals,Footwear,45.0,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2.0,PayPal,Every 3 Months,young adult,90
1770,32,Male,Socks,Clothing,75.0,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45.0,Cash,Monthly,adult,30
1771,53,Male,Backpack,Accessories,22.0,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34.0,Bank Transfer,Weekly,middle-aged,7
1772,46,Male,Shirt,Clothing,82.0,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9.0,Credit Card,Annually,middle-aged,365
1773,58,Male,Shoes,Footwear,34.0,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1.0,Bank Transfer,Annually,senior,365
1774,21,Male,Coat,Outerwear,92.0,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17.0,PayPal,Annually,young adult,365
1775,46,Male,Sweater,Clothing,78.0,New York,M,Lavender,Spring,3.7,No,Express,No,No,6.0,PayPal,Weekly,middle-aged,7
1776,18,Male,Jacket,Outerwear,47.0,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12.0,Cash,Bi-Weekly,young adult,14
1777,56,Male,Jacket,Outerwear,64.0,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10.0,Venmo,Every 3 Months,middle-aged,90
1778,18,Male,Sneakers,Footwear,44.0,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4.0,Cash,Fortnightly,young adult,14
1779,49,Male,Belt,Accessories,94.0,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8.0,Debit Card,Bi-Weekly,middle-aged,14
1780,29,Male,Scarf,Accessories,62.0,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41.0,Venmo,Weekly,young adult,7
1781,67,Male,Jewelry,Accessories,81.0,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49.0,Credit Card,Weekly,senior,7
1782,31,Male,T-shirt,Clothing,33.0,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49.0,Bank Transfer,Quarterly,young adult,90
1783,52,Male,Pants,Clothing,88.0,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40.0,Bank Transfer,Fortnightly,middle-aged,14
1784,42,Male,Handbag,Accessories,49.0,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30.0,Credit Card,Monthly,adult,30
1785,32,Male,Backpack,Accessories,31.0,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4.0,Debit Card,Quarterly,adult,90
1786,47,Male,Gloves,Accessories,29.0,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22.0,Venmo,Monthly,middle-aged,30
1787,45,Male,Jacket,Outerwear,34.0,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22.0,Venmo,Monthly,middle-aged,30
1788,20,Male,Sweater,Clothing,38.0,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10.0,Bank Transfer,Quarterly,young adult,90
1789,66,Male,Blouse,Clothing,41.0,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,No,23.0,Cash,Bi-Weekly,senior,14
1790,52,Male,Blouse,Clothing,34.0,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,No,43.0,Debit Card,Quarterly,middle-aged,90
1791,50,Male,Gloves,Accessories,26.0,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,No,31.0,PayPal,Bi-Weekly,middle-aged,14
1792,62,Male,Jeans,Clothing,98.0,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,No,38.0,Cash,Annually,senior,365
1793,38,Male,Sneakers,Footwear,59.0,Iowa,M,Peach,Fall,3.0,No,Express,No,No,22.0,Debit Card,Every 3 Months,adult,90
1794,65,Male,Hat,Accessories,92.0,Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45.0,Cash,Every 3 Months,senior,90
1795,60,Male,Backpack,Accessories,40.0,Ohio,L,Indigo,Spring,3.7,No,Express,No,No,21.0,Debit Card,Fortnightly,senior,14
1796,68,Male,Jeans,Clothing,20.0,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9.0,Debit Card,Fortnightly,senior,14
1797,62,Male,Skirt,Clothing,35.0,South Carolina,S,Brown,Spring,3.1,No,Store Pickup,No,No,34.0,Venmo,Weekly,senior,7
1798,62,Male,Belt,Accessories,35.0,Oregon,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26.0,Venmo,Weekly,senior,7
1799,40,Male,Dress,Clothing,82.0,North Dakota,L,Magenta,Winter,3.7,No,Express,No,No,1.0,Cash,Weekly,adult,7
1800,32,Male,Hoodie,Clothing,48.0,California,M,Charcoal,Fall,3.9,No,Express,No,No,47.0,Venmo,Weekly,adult,7
1801,22,Male,Coat,Outerwear,58.0,Mississippi,XL,Indigo,Winter,2.7,No,Express,No,No,30.0,Credit Card,Weekly,young adult,7
1802,33,Male,Sweater,Clothing,57.0,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,No,48.0,Debit Card,Fortnightly,adult,14
1803,57,Male,Shorts,Clothing,96.0,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31.0,Venmo,Bi-Weekly,middle-aged,14
1804,60,Male,Sneakers,Footwear,97.0,New Hampshire,S,Gray,Summer,3.5,No,Free Shipping,No,No,33.0,Venmo,Fortnightly,senior,14
1805,30,Male,Sweater,Clothing,42.0,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,39.0,Credit Card,Weekly,young adult,7
1806,41,Male,T-shirt,Clothing,62.0,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,No,46.0,Debit Card,Weekly,adult,7
1807,58,Male,Handbag,Accessories,67.0,Rhode Island,M,Green,Fall,3.9,No,Standard,No,No,24.0,Venmo,Annually,senior,365
1808,34,Male,Sneakers,Footwear,46.0,Vermont,L,Gold,Summer,3.5,No,Standard,No,No,37.0,Venmo,Fortnightly,adult,14
1809,67,Male,Jacket,Outerwear,71.0,Tennessee,M,Lavender,Spring,4.3,No,Next Day Air,No,No,7.0,Debit Card,Monthly,senior,30
1810,58,Male,Backpack,Accessories,99.0,Alaska,S,Blue,Fall,3.4,No,Free Shipping,No,No,6.0,Debit Card,Fortnightly,senior,14
1811,41,Male,Jeans,Clothing,28.0,Maryland,M,Magenta,Fall,2.7,No,Standard,No,No,16.0,Cash,Bi-Weekly,adult,14
1812,42,Male,Belt,Accessories,77.0,Wisconsin,L,Blue,Summer,3.6,No,Standard,No,No,33.0,Bank Transfer,Annually,adult,365
1813,50,Male,Boots,Footwear,63.0,Nevada,S,Blue,Summer,4.9,No,Express,No,No,18.0,PayPal,Bi-Weekly,middle-aged,14
1814,40,Male,Shorts,Clothing,62.0,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24.0,PayPal,Weekly,adult,7
1815,32,Male,Jeans,Clothing,92.0,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24.0,Cash,Quarterly,adult,90
1816,51,Male,Shoes,Footwear,72.0,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,No,48.0,Credit Card,Every 3 Months,middle-aged,90
1817,26,Male,Hat,Accessories,79.0,Virginia,M,Purple,Summer,4.0,No,Express,No,No,4.0,Cash,Weekly,young adult,7
1818,32,Male,T-shirt,Clothing,27.0,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20.0,Cash,Weekly,adult,7
1819,58,Male,Sunglasses,Accessories,39.0,North Carolina,M,White,Fall,3.8,No,Express,No,No,47.0,Debit Card,Every 3 Months,senior,90
1820,51,Male,Socks,Clothing,86.0,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50.0,Cash,Quarterly,middle-aged,90
1821,19,Male,Shirt,Clothing,94.0,Washington,XL,Gold,Fall,5.0,No,Express,No,No,31.0,PayPal,Monthly,young adult,30
1822,57,Male,Shorts,Clothing,53.0,Maine,M,Teal,Spring,2.8,No,Express,No,No,29.0,PayPal,Quarterly,middle-aged,90
1823,66,Male,Shirt,Clothing,85.0,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4.0,Cash,Annually,senior,365
1824,62,Male,Socks,Clothing,50.0,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40.0,Bank Transfer,Bi-Weekly,senior,14
1825,58,Male,Pants,Clothing,47.0,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31.0,Cash,Monthly,senior,30
1826,23,Male,Boots,Footwear,75.0,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,41.0,Credit Card,Weekly,young adult,7
1827,45,Male,T-shirt,Clothing,60.0,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44.0,Debit Card,Annually,middle-aged,365
1828,20,Male,T-shirt,Clothing,36.0,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31.0,Bank Transfer,Weekly,young adult,7
1829,33,Male,Coat,Outerwear,80.0,New Hampshire,L,Gray,Spring,3.9,No,Express,No,No,45.0,Cash,Every 3 Months,adult,90
1830,30,Male,Hat,Accessories,96.0,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50.0,Credit Card,Quarterly,young adult,90
1831,50,Male,Sunglasses,Accessories,80.0,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7.0,Venmo,Annually,middle-aged,365
1832,62,Male,Blouse,Clothing,71.0,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5.0,Bank Transfer,Every 3 Months,senior,90
1833,69,Male,Jewelry,Accessories,29.0,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48.0,Cash,Monthly,senior,30
1834,34,Male,Jewelry,Accessories,53.0,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19.0,PayPal,Fortnightly,adult,14
1835,49,Male,Skirt,Clothing,35.0,Indiana,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39.0,Venmo,Fortnightly,middle-aged,14
1836,65,Male,Scarf,Accessories,75.0,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45.0,Credit Card,Quarterly,senior,90
1837,66,Male,Pants,Clothing,52.0,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35.0,Credit Card,Monthly,senior,30
